age,balance,duration,pdays,unemployment,married,education,housing,default,loan,y
33,706,329,322,0,0,1,1,0,0,no
36,1825,24,346,0,1,1,1,0,0,no
59,185,177,138,0,1,1,0,0,0,no
72,4415,120,-1,0,1,0,0,0,0,no
64,679,135,-1,0,1,1,0,0,0,no
53,320,175,-1,0,0,1,0,0,0,no
35,2988,179,-1,0,0,1,1,0,0,no
58,1407,58,-1,0,1,1,1,0,0,no
40,1270,342,-1,0,1,1,0,0,0,no
41,654,139,-1,0,0,1,1,0,0,no
48,5173,88,-1,0,1,0,1,0,0,no
44,3463,210,-1,0,1,1,1,0,1,no
39,0,731,193,0,1,0,0,0,0,no
61,6016,670,-1,0,1,1,0,0,0,yes
36,177,63,-1,0,1,0,1,0,0,no
28,3694,70,-1,0,1,1,0,0,1,no
58,1640,72,274,0,0,1,0,0,1,no
60,174,241,364,0,0,1,1,0,0,no
66,10177,272,-1,0,0,1,0,0,0,no
36,490,207,98,0,0,1,0,0,0,yes
49,2576,64,-1,0,1,1,1,0,0,no
40,0,543,-1,0,1,1,0,0,0,no
23,598,166,-1,0,0,1,0,0,0,no
29,15459,245,97,0,0,1,0,0,0,no
44,271,94,-1,0,1,0,1,0,1,no
54,2508,34,-1,0,1,0,0,0,0,no
47,320,203,-1,0,1,0,0,0,0,no
33,640,318,-1,0,1,1,0,0,0,no
30,1772,158,-1,0,1,1,1,0,0,no
27,15,177,-1,0,0,1,0,0,1,no
49,2370,56,103,0,0,1,1,0,1,no
27,201,172,-1,0,0,1,1,0,0,no
51,160,136,359,0,1,1,1,0,0,no
32,5,82,363,0,0,1,1,1,1,no
30,75,123,-1,0,0,1,1,0,0,no
33,4902,110,-1,0,1,1,1,0,0,no
27,-79,385,-1,0,0,0,1,0,0,no
75,1341,415,-1,0,0,1,0,0,0,yes
37,490,73,-1,0,0,1,1,0,0,no
36,1521,243,-1,0,0,1,1,0,0,no
37,131,137,-1,0,1,1,1,0,0,no
35,8,55,-1,0,1,1,1,0,0,no
32,-632,18,-1,0,1,1,1,0,1,no
32,116,255,-1,0,0,1,0,0,1,no
35,189,95,-1,0,1,0,1,0,0,no
31,2,112,-1,0,1,0,1,0,1,no
28,4229,205,-1,0,0,1,1,0,1,no
27,54,97,370,0,1,1,1,0,0,no
22,549,154,-1,0,0,0,0,0,0,no
35,298,135,370,0,1,0,1,0,0,no
69,579,230,-1,0,1,0,0,0,0,no
37,1467,349,-1,0,0,1,1,0,1,no
45,0,38,-1,0,0,1,1,0,0,no
47,109,268,-1,0,1,1,1,0,0,no
52,-11,94,-1,0,1,1,1,0,0,no
33,90,263,-1,0,1,1,1,0,0,no
60,493,671,-1,0,1,0,0,0,0,yes
33,1897,197,-1,0,0,1,1,0,1,no
44,2403,180,-1,0,1,1,1,0,0,no
38,868,452,-1,0,1,1,0,0,0,no
54,653,352,-1,0,1,1,1,0,0,no
32,0,175,-1,1,0,0,0,0,0,no
33,0,163,-1,0,1,1,1,0,1,no
55,218,200,-1,0,0,1,1,0,0,no
51,5050,75,-1,0,1,0,0,0,1,no
48,741,227,-1,0,1,1,1,0,0,no
37,1050,586,-1,0,0,1,1,0,0,no
33,-56,119,-1,0,0,1,0,0,1,no
30,1,80,-1,0,1,0,1,0,1,no
43,-98,112,330,0,1,0,1,0,1,no
49,4667,130,-1,0,1,1,1,0,0,no
54,541,237,-1,1,1,0,1,0,0,no
31,7744,377,-1,1,1,1,0,0,0,no
54,895,335,-1,0,1,0,0,0,0,yes
36,-129,121,-1,1,1,1,1,0,0,no
30,0,127,-1,0,1,1,0,0,0,no
27,158,650,-1,0,0,1,0,0,0,yes
30,122,107,-1,0,1,1,1,0,0,no
30,673,610,-1,0,1,1,1,0,0,no
35,0,124,-1,0,0,1,0,0,0,no
33,411,216,-1,0,0,1,1,0,0,no
43,-97,747,-1,0,0,0,1,0,1,no
41,-217,313,349,0,1,1,1,0,0,no
41,5037,252,185,0,0,1,0,0,0,yes
46,2232,121,-1,0,0,1,0,0,0,yes
54,-932,799,-1,0,1,1,1,0,0,no
32,913,883,674,0,1,1,1,0,0,no
30,236,197,-1,0,0,1,1,0,0,no
40,0,271,-1,0,1,0,1,0,0,no
30,2581,221,-1,0,1,0,0,0,0,no
27,639,243,-1,0,1,1,0,0,1,no
41,849,72,-1,0,1,0,1,0,0,no
54,386,155,-1,0,1,1,1,0,0,no
32,1218,70,-1,0,0,1,1,0,0,no
31,2603,280,-1,0,1,1,1,0,0,yes
42,-921,115,-1,0,1,1,1,0,0,no
48,607,29,-1,0,1,0,0,0,0,no
34,79,406,-1,0,1,0,1,0,0,no
55,61,113,-1,0,0,1,1,0,1,no
49,1091,47,-1,0,1,1,0,0,0,no
46,743,36,-1,0,0,1,0,0,0,no
47,209,135,-1,0,1,0,1,0,0,no
24,172,67,-1,0,0,1,0,0,0,no
58,2,684,-1,0,1,1,0,0,0,no
32,41,686,-1,0,0,1,0,0,0,yes
25,1116,170,-1,0,0,1,1,0,0,no
49,-55,150,-1,0,1,1,0,0,0,no
59,5845,1060,-1,0,0,1,0,0,0,yes
30,329,122,-1,0,0,1,1,0,0,no
46,494,724,-1,0,1,1,1,0,0,no
42,1519,230,92,0,1,0,0,0,0,yes
37,2685,187,-1,0,1,1,0,0,0,no
44,-14,179,-1,0,1,0,1,0,1,no
49,5673,357,-1,0,1,1,0,0,1,no
41,1459,82,-1,0,1,1,0,0,0,no
48,0,176,-1,0,1,1,0,0,0,no
31,625,424,138,0,1,1,1,0,0,no
37,0,115,-1,0,1,0,0,0,0,no
51,867,177,211,0,1,1,1,0,0,no
80,8304,712,64,0,1,1,0,0,0,yes
32,151,118,-1,0,0,1,1,0,0,no
48,-583,25,-1,0,1,0,1,1,0,no
49,1784,753,-1,0,1,1,0,0,0,no
30,3134,124,-1,0,1,1,1,0,0,no
27,49,208,-1,0,0,1,1,0,0,no
34,-346,136,-1,0,1,1,0,0,0,no
49,1623,1081,-1,0,1,1,1,0,0,yes
48,60,376,339,0,1,1,0,0,0,no
40,17,78,-1,0,1,1,0,0,0,no
38,2008,354,-1,0,1,1,1,0,0,no
46,91,29,356,0,1,0,1,0,0,no
41,171,209,191,0,1,1,1,0,0,no
28,1027,433,-1,0,0,1,1,0,0,no
51,5801,147,-1,0,1,0,1,0,0,no
33,142,41,300,0,0,0,1,0,0,no
26,205,111,-1,0,0,1,0,0,0,no
34,852,108,-1,0,0,1,0,0,0,no
27,-584,411,-1,0,1,1,1,1,0,no
42,97,108,-1,0,1,1,0,0,0,no
45,204,224,-1,0,1,1,1,0,0,yes
31,628,1083,-1,0,0,1,1,0,0,no
32,311,757,-1,0,0,1,0,0,0,yes
39,1564,57,-1,0,1,0,0,0,0,no
26,856,95,-1,0,0,1,1,0,1,no
40,1509,144,124,0,0,1,0,0,0,no
52,-888,135,-1,0,1,1,0,0,0,no
40,226,176,-1,0,0,1,0,0,0,no
48,127,524,-1,0,1,1,0,0,1,no
31,413,65,-1,0,1,1,1,0,0,no
27,710,653,334,0,1,1,1,0,1,yes
47,1233,91,100,0,1,1,1,0,0,yes
28,171,93,-1,0,0,1,0,0,0,yes
40,69,503,280,0,0,1,1,0,0,no
34,1499,186,327,0,1,1,1,0,0,no
29,751,121,-1,0,1,1,1,0,0,no
36,61,452,-1,0,1,1,0,0,1,no
83,425,883,140,0,1,0,0,0,0,yes
55,2923,104,-1,0,0,0,1,0,0,no
43,99,24,-1,0,0,1,0,0,0,no
23,1021,79,-1,0,0,1,0,0,0,no
44,1146,178,-1,0,1,1,0,0,0,no
58,781,74,-1,0,1,0,1,0,0,no
29,1448,217,184,0,0,1,0,0,0,no
30,604,475,-1,0,0,1,0,0,1,no
29,-194,127,-1,0,0,1,1,0,0,no
41,0,101,-1,0,1,1,0,0,0,no
35,0,340,-1,0,1,0,1,0,0,no
31,1014,158,-1,0,0,1,1,0,0,no
27,73,242,-1,0,0,1,0,0,0,no
47,2597,323,-1,0,1,1,1,0,0,no
53,2627,18,-1,0,1,1,1,0,1,no
34,1906,68,-1,0,1,1,1,0,0,no
34,-319,134,-1,0,1,0,1,0,1,no
36,-296,113,-1,0,1,1,1,0,0,no
40,169,43,-1,0,1,1,1,0,0,no
37,556,200,-1,0,0,1,0,0,0,no
65,300,245,-1,0,0,0,0,0,0,no
53,751,343,-1,0,0,1,1,0,0,no
28,126,229,-1,0,0,1,0,0,0,no
33,-386,530,-1,0,0,1,1,0,0,no
56,379,58,-1,0,1,0,0,0,0,no
45,706,78,176,0,1,1,0,0,0,no
39,9121,147,-1,0,1,1,0,0,0,no
28,1466,40,-1,0,0,1,1,0,0,no
36,0,618,-1,0,1,0,1,0,0,no
41,951,23,-1,0,1,0,1,0,0,no
46,368,293,90,0,1,1,0,0,0,yes
41,121,16,176,0,1,1,1,0,0,no
59,204,286,-1,0,1,1,0,0,0,no
24,299,209,321,0,1,1,1,0,0,no
34,4170,935,-1,0,1,1,1,0,0,no
40,-335,260,-1,0,1,0,1,0,0,no
42,3165,298,-1,0,1,1,1,0,0,no
50,254,397,337,0,1,1,1,0,0,no
25,553,113,479,0,0,1,1,0,0,no
51,518,76,-1,0,0,1,1,0,0,no
50,85,141,-1,0,1,1,0,0,1,no
37,603,773,-1,0,1,0,1,0,0,no
21,361,329,95,0,0,1,0,0,0,no
52,-98,423,-1,0,1,1,1,0,0,no
55,4424,67,-1,0,1,0,0,0,0,no
26,2610,626,-1,0,0,1,1,0,1,no
38,3234,578,-1,0,1,1,0,0,0,yes
32,687,61,-1,0,1,1,1,0,0,no
31,631,248,-1,0,1,1,1,0,0,no
34,341,136,262,0,0,1,0,0,1,no
33,316,126,-1,0,0,1,0,0,0,no
35,2,653,-1,0,1,1,0,0,0,no
44,415,7,-1,0,1,0,1,0,0,no
48,507,528,-1,0,0,1,1,0,0,no
29,912,785,-1,0,1,1,1,0,0,no
50,0,243,-1,0,1,1,0,0,0,no
37,37,24,362,0,1,0,1,0,0,no
44,2524,82,-1,0,0,1,0,0,0,no
36,9019,952,-1,1,0,1,1,0,0,no
49,39,27,-1,0,0,0,1,0,0,no
31,0,143,-1,0,1,1,1,0,0,no
49,265,274,-1,0,0,1,1,0,0,no
35,0,1174,345,0,0,1,1,0,0,yes
57,4012,915,-1,0,0,0,0,0,0,no
42,1520,115,-1,0,1,0,1,0,0,no
36,-140,222,-1,0,0,1,1,0,0,no
75,852,341,-1,0,0,0,0,0,0,no
38,578,112,-1,0,0,1,1,0,0,no
40,0,64,-1,0,1,0,1,1,0,no
38,2253,937,-1,0,0,1,1,0,0,yes
34,1171,129,-1,0,0,1,1,0,0,no
29,452,59,-1,0,0,1,1,0,0,no
28,-97,79,225,0,1,1,1,0,0,no
79,4738,151,-1,0,1,1,0,0,0,no
51,467,83,-1,0,0,1,1,0,0,no
32,0,101,3,0,0,1,0,0,0,no
36,495,157,97,0,1,1,0,0,0,yes
38,157,57,366,0,1,1,0,0,1,no
49,358,176,-1,0,1,1,1,0,1,no
42,292,222,-1,0,1,1,1,0,0,no
43,7343,217,-1,0,1,0,1,0,0,no
34,-563,252,-1,0,1,1,1,0,0,no
59,351,1063,-1,0,0,1,1,0,0,yes
35,365,41,-1,0,1,0,0,0,0,no
33,13494,27,-1,0,0,1,1,0,0,no
34,846,758,-1,0,0,1,1,0,0,no
64,1574,301,-1,0,1,1,0,0,0,yes
34,-28,574,-1,0,1,1,1,0,0,no
77,0,847,60,0,1,1,0,0,0,yes
57,2927,78,-1,0,1,0,0,0,1,no
30,501,514,-1,0,1,1,1,0,1,no
56,1238,1558,-1,0,0,0,0,1,0,yes
49,301,789,-1,0,1,0,0,0,0,no
73,1388,146,190,0,1,0,0,0,0,no
39,102,272,-1,0,0,1,1,0,0,no
57,13,323,368,0,0,0,1,0,0,no
32,413,712,-1,0,1,1,1,0,0,no
32,4665,860,-1,0,0,1,1,0,0,yes
45,638,75,-1,0,1,1,1,0,0,no
32,101,191,-1,0,1,1,1,0,0,no
31,1224,1441,-1,0,1,1,1,0,1,yes
49,1103,428,-1,0,1,1,0,0,0,no
29,3748,322,-1,0,1,1,0,0,0,no
55,955,104,-1,0,1,1,1,0,0,no
30,518,127,-1,0,1,1,1,0,0,no
45,1893,1259,-1,0,0,0,1,0,0,yes
39,14,114,-1,0,1,1,0,0,0,no
36,-423,106,-1,0,1,1,1,0,1,no
33,3696,305,182,0,1,1,0,0,0,no
36,2987,307,-1,0,1,1,1,0,0,yes
31,433,1504,-1,0,0,1,0,0,0,no
36,756,396,-1,0,1,0,0,0,0,no
38,0,71,-1,0,0,1,1,0,0,no
33,2727,205,-1,0,1,1,0,0,0,no
40,93,134,-1,0,1,1,1,0,0,no
31,1766,166,-1,0,1,1,0,0,1,yes
39,124,81,-1,0,1,1,1,0,0,no
33,69,77,-1,0,1,1,0,0,1,no
53,0,80,-1,0,0,1,0,0,0,yes
38,0,537,303,0,1,1,1,0,0,no
59,259,415,89,0,1,1,0,0,0,yes
55,4103,291,-1,0,1,0,0,0,0,no
38,744,283,288,0,0,1,1,0,0,no
48,116,70,-1,0,1,1,1,0,0,no
53,70,611,-1,0,1,1,1,0,0,no
44,432,132,-1,0,0,1,0,0,0,no
57,1172,26,-1,0,1,1,0,0,0,no
29,9,262,-1,0,0,1,1,0,0,no
31,428,272,-1,0,1,1,1,0,0,no
35,7546,137,122,0,0,1,1,0,0,no
31,620,95,-1,0,1,0,0,0,0,no
35,8647,140,-1,0,1,1,0,0,0,no
40,192,71,-1,0,0,1,1,0,0,no
39,0,502,7,0,1,1,1,0,0,no
43,27733,164,-1,0,0,1,1,0,0,no
44,276,219,-1,0,1,0,1,0,1,no
29,113,328,183,0,0,1,0,0,0,yes
40,782,224,-1,0,1,1,1,0,0,no
33,82,63,-1,0,1,0,1,0,0,no
46,1008,24,-1,0,1,1,0,0,0,no
27,6421,147,-1,0,0,1,0,0,0,no
26,443,84,-1,0,0,1,0,0,0,no
41,351,175,-1,0,1,1,1,0,0,no
34,5060,12,-1,0,1,1,1,0,0,no
39,-41,40,-1,0,0,1,0,0,1,no
27,-124,217,-1,0,0,1,0,0,0,no
31,79,235,-1,0,1,1,1,0,1,no
44,3945,255,-1,1,0,1,0,0,0,no
55,197,256,-1,0,1,1,0,0,1,no
51,837,41,-1,0,0,0,0,0,0,no
50,-94,75,-1,0,1,1,0,0,1,no
30,1743,192,-1,0,1,1,1,0,0,no
46,57,796,-1,0,1,1,0,0,0,yes
49,635,220,-1,0,1,1,0,0,0,no
56,-113,614,-1,0,1,1,1,0,1,no
47,225,1126,-1,0,0,1,0,0,0,yes
30,124,161,-1,0,1,1,0,0,0,no
36,475,141,-1,0,0,1,0,0,0,no
40,-7,697,-1,0,1,1,0,0,1,no
37,375,223,-1,0,0,1,0,1,0,no
42,936,931,-1,0,0,1,0,0,0,yes
45,1415,483,116,0,1,1,1,0,0,no
34,0,63,-1,1,0,1,0,0,0,no
27,3638,271,-1,0,0,1,0,0,0,no
30,-99,144,-1,0,1,1,1,0,0,no
32,167,79,-1,0,1,1,1,0,1,no
46,19,171,-1,0,1,0,1,0,0,no
29,242,73,-1,0,1,1,1,0,0,no
53,13,69,-1,0,1,0,0,0,0,no
32,286,60,343,0,1,1,0,0,0,no
49,769,257,-1,1,1,1,1,0,0,no
35,93,198,88,0,1,1,0,0,0,no
38,1663,217,327,0,1,1,1,0,0,no
39,238,134,-1,0,1,0,1,0,1,no
34,2178,41,-1,0,0,1,1,0,0,no
42,792,611,175,0,1,0,1,0,1,no
35,871,216,-1,0,0,0,1,0,0,no
60,1025,388,-1,0,1,1,0,0,0,no
57,63,242,-1,0,0,1,1,0,0,no
31,16,387,-1,0,0,1,0,0,0,no
29,417,90,-1,0,0,1,0,0,0,no
41,3992,281,-1,0,1,1,1,0,0,no
46,2749,332,-1,0,1,0,1,0,0,no
33,133,218,-1,0,1,1,0,0,0,yes
32,1721,650,-1,0,0,1,1,0,0,no
54,2171,1034,-1,0,0,1,1,0,1,yes
37,4760,182,169,0,1,1,1,0,0,no
32,2979,156,-1,0,0,1,0,0,0,no
43,690,171,-1,0,1,1,1,0,0,no
50,203,265,127,0,0,1,1,0,0,no
34,322,10,-1,0,1,1,1,0,0,no
31,1210,350,-1,0,0,1,0,0,0,no
43,634,65,131,0,1,1,1,0,0,no
49,273,58,-1,0,1,1,0,0,0,no
22,47,69,-1,0,0,0,0,0,0,no
35,1100,127,-1,0,1,1,0,0,1,no
56,0,154,-1,0,1,1,1,0,0,no
53,0,36,-1,0,1,1,0,0,0,no
54,1544,85,196,0,1,1,0,0,1,no
32,6145,362,287,0,0,0,1,0,0,no
41,28,49,-1,0,1,1,1,0,0,no
40,1012,410,-1,0,1,1,1,0,0,no
33,245,253,-1,0,1,0,1,0,1,no
33,1998,570,-1,0,0,1,0,0,0,no
34,3990,633,-1,0,1,1,1,0,0,no
36,1328,82,-1,0,1,1,1,0,0,no
34,412,164,-1,0,1,1,1,0,1,no
55,229,175,-1,0,1,0,0,0,1,no
28,1562,659,-1,0,0,1,0,0,0,yes
29,3432,139,-1,0,0,1,1,0,0,no
31,144,43,-1,0,0,1,1,0,0,no
52,1339,343,-1,0,1,1,1,0,0,no
54,386,74,152,0,1,0,0,0,1,no
43,7727,302,-1,0,1,0,1,0,0,no
55,204,455,-1,0,1,1,0,0,0,no
28,101,126,-1,0,0,0,1,0,0,no
45,728,107,-1,1,0,1,1,0,1,no
45,2418,120,-1,0,1,0,1,0,0,no
51,2934,727,-1,0,1,1,1,0,0,no
42,0,275,-1,0,0,1,1,0,0,no
43,181,41,-1,0,0,0,0,0,0,no
34,176,61,-1,0,1,1,0,0,0,no
36,49,232,365,0,1,0,1,0,0,no
37,2023,214,-1,0,1,1,1,0,0,no
50,372,21,-1,0,1,1,1,0,0,no
42,7702,138,-1,0,0,0,0,0,0,yes
34,464,173,299,0,0,0,1,0,0,no
48,117,635,-1,0,1,1,1,0,0,no
47,104,77,-1,0,1,1,1,0,1,no
40,1041,73,-1,0,1,1,1,0,0,no
37,539,540,115,0,1,1,0,0,0,no
38,0,179,-1,0,1,0,1,0,0,no
29,406,119,-1,0,0,1,1,0,0,no
46,2558,107,167,0,1,0,1,0,0,no
26,484,48,-1,0,1,1,1,0,0,no
30,3516,447,-1,0,0,1,1,0,0,no
42,5639,430,-1,0,1,1,1,0,0,no
42,100,64,-1,0,0,1,0,0,0,no
31,1306,217,-1,0,0,1,1,0,0,no
37,815,77,-1,0,0,1,1,0,0,no
26,245,16,-1,0,1,1,1,0,0,no
54,191,753,-1,0,1,0,0,0,0,no
70,2815,125,182,0,1,1,0,0,0,no
29,3672,1210,-1,0,0,1,1,0,1,no
50,1572,185,-1,0,1,1,1,0,0,no
60,385,80,-1,1,0,1,1,0,0,no
32,29,156,-1,0,0,1,0,0,0,no
32,84,403,-1,0,1,1,0,0,1,no
34,876,145,-1,0,0,1,1,0,0,no
48,1499,17,-1,0,0,0,1,0,0,no
25,0,160,-1,0,1,1,1,0,0,no
32,6217,486,181,0,1,1,1,0,1,no
32,329,321,-1,0,1,0,1,0,0,no
47,162,203,-1,0,0,1,1,0,0,no
32,14533,646,198,0,1,0,0,0,0,no
49,151,97,-1,0,0,1,1,0,0,yes
53,-2,144,-1,0,1,1,1,0,1,no
41,4684,30,-1,0,0,0,0,0,0,no
47,1149,82,-1,0,0,1,0,0,1,no
35,11,326,-1,0,1,0,1,0,0,no
33,8004,414,-1,0,0,1,0,0,0,no
49,1019,285,-1,0,1,0,1,0,0,no
46,1297,716,-1,0,0,1,0,0,0,yes
29,415,449,-1,0,0,1,1,0,1,no
58,671,16,-1,0,1,0,1,0,0,no
40,2378,65,-1,0,0,1,1,0,0,no
34,417,138,-1,0,1,1,1,0,0,no
60,71,121,-1,0,1,0,0,0,0,no
43,1188,140,-1,0,1,1,0,0,0,no
50,8139,256,-1,0,1,0,1,0,0,no
33,249,61,-1,0,1,1,1,0,0,no
37,689,367,-1,0,1,0,1,0,0,no
55,203,9,174,0,1,1,1,0,0,no
45,-183,395,-1,0,0,0,0,1,1,no
47,3451,125,-1,0,1,0,0,0,1,no
58,116,580,-1,0,1,1,0,0,0,no
36,1746,15,316,0,1,1,1,0,0,no
55,0,119,-1,0,1,1,1,0,0,no
31,897,26,-1,0,1,1,1,0,0,no
38,821,224,180,0,1,1,1,0,1,no
42,130,285,-1,0,1,1,1,0,0,no
32,1,399,-1,0,0,1,1,0,0,no
39,8,88,-1,0,1,1,0,0,0,no
41,55,185,-1,0,1,1,1,0,0,no
59,699,98,154,0,1,0,0,0,0,no
42,759,97,169,1,0,1,0,0,0,no
33,687,72,370,0,1,1,1,0,0,no
53,4968,109,87,0,1,1,0,0,0,no
43,1211,208,-1,0,1,0,1,0,0,no
39,426,1029,-1,0,0,1,0,0,0,yes
27,376,273,-1,0,0,1,1,0,1,no
39,12,130,-1,0,1,1,1,0,0,no
27,23,590,-1,0,0,1,0,0,0,no
33,353,107,-1,0,1,1,1,0,0,no
29,330,88,-1,0,0,1,1,0,0,no
33,0,305,-1,0,0,1,0,0,0,no
41,353,90,-1,0,1,1,0,0,0,no
38,2273,222,-1,0,0,1,1,0,0,no
30,0,127,-1,0,1,1,1,0,0,no
58,744,38,-1,1,1,1,0,0,0,no
37,608,380,-1,0,0,1,0,0,0,no
36,356,244,313,0,0,1,1,0,0,no
45,1291,189,-1,0,1,0,1,0,0,no
23,-306,217,-1,0,0,1,1,0,0,no
53,306,388,181,0,1,0,0,0,0,yes
44,-312,22,-1,0,1,0,1,0,0,no
32,493,289,-1,0,0,1,0,0,0,no
32,71,221,-1,0,1,1,1,0,0,no
38,669,129,-1,0,1,1,1,0,1,no
47,556,147,264,0,1,0,1,0,0,no
34,84,299,-1,0,0,1,1,0,0,no
52,108,543,-1,0,1,1,1,0,0,no
45,-11,247,-1,0,0,1,1,0,0,no
50,1164,166,-1,0,1,0,1,0,0,no
52,-191,755,-1,0,0,0,1,0,0,yes
37,132,336,-1,0,1,1,0,0,0,no
51,2237,619,-1,0,1,1,1,0,0,no
32,4761,159,350,0,1,1,1,0,0,no
33,-346,29,-1,0,1,1,1,0,1,no
28,655,606,-1,1,1,1,1,0,0,no
66,1048,971,-1,0,1,1,1,0,0,no
31,0,231,-1,0,0,1,1,0,0,no
35,624,163,-1,0,1,0,1,0,0,no
47,1784,385,-1,0,0,0,0,0,0,yes
36,1281,119,-1,0,0,1,0,0,0,no
32,569,348,-1,0,0,1,0,0,1,no
34,1666,30,-1,0,1,0,1,0,0,no
40,168,249,169,0,1,1,1,0,0,no
33,263,119,-1,0,1,1,0,0,0,no
39,-405,177,-1,0,1,1,1,0,0,no
38,279,110,-1,0,1,1,1,0,0,no
32,0,594,-1,0,0,1,0,0,0,yes
65,300,105,-1,0,1,0,0,0,0,no
34,415,123,-1,1,0,1,0,0,0,no
34,0,172,-1,0,0,0,1,0,1,no
42,1322,178,-1,0,0,0,1,0,1,no
31,1062,230,-1,0,1,1,1,0,1,no
47,302,89,-1,0,1,1,1,0,0,no
44,809,118,-1,0,0,1,1,0,0,no
38,-278,143,-1,0,1,1,1,0,0,no
28,3238,7,-1,0,0,1,1,0,0,no
46,751,104,-1,0,0,1,1,0,0,no
51,-28,220,-1,0,0,0,0,0,1,no
42,0,85,-1,0,0,1,0,0,0,no
37,2442,91,-1,0,0,1,0,0,0,yes
58,1798,19,-1,1,1,1,1,0,0,no
43,132,574,84,0,1,1,0,0,0,yes
36,260,49,-1,0,0,1,1,0,0,no
34,7,171,193,0,1,1,1,0,1,no
31,3283,258,73,0,0,1,0,0,0,yes
49,323,41,-1,0,1,0,1,0,0,no
54,2960,83,-1,0,1,1,1,0,0,no
29,486,95,-1,1,0,1,0,0,0,no
51,343,78,-1,0,0,1,1,0,0,no
40,507,134,266,1,0,1,1,0,0,no
35,5958,215,-1,0,0,1,1,0,0,yes
25,304,226,-1,0,0,1,0,0,0,yes
32,118,1275,-1,0,0,1,1,0,0,yes
30,123,66,85,0,1,1,0,0,1,no
38,76,196,-1,0,1,1,1,0,0,no
46,70,229,-1,0,1,1,1,0,0,yes
43,960,241,-1,1,1,0,1,0,1,no
32,2185,354,-1,0,0,1,0,0,0,no
29,309,471,-1,0,0,1,1,0,0,no
56,2190,90,232,0,1,1,0,0,1,no
57,0,58,-1,0,1,0,0,0,0,no
38,3732,379,-1,0,1,1,1,0,0,no
51,1550,12,-1,0,1,0,0,0,0,no
35,62,67,-1,0,0,1,0,0,1,no
37,704,165,-1,0,1,0,0,0,0,no
48,4415,1032,141,0,1,1,1,0,0,yes
30,4,84,-1,0,0,1,1,1,0,no
60,262,393,-1,0,1,1,0,0,0,no
56,238,808,-1,0,1,1,1,0,0,no
45,97,923,-1,0,1,0,1,0,0,no
38,410,63,-1,0,0,1,0,0,0,no
20,1191,274,-1,0,0,1,0,0,0,no
59,-47,84,-1,0,1,0,1,0,0,no
34,197,78,-1,0,1,1,0,0,0,yes
36,6,41,-1,0,1,0,0,0,0,no
53,2398,317,180,0,0,1,1,0,0,yes
51,630,138,-1,0,1,1,1,0,0,no
58,235,88,-1,0,1,1,0,0,0,no
48,1910,413,-1,0,1,0,1,0,0,no
56,3172,139,-1,0,1,1,1,0,0,no
51,872,82,-1,0,1,0,0,0,0,no
35,407,12,-1,0,1,1,1,0,0,no
40,100,221,461,0,0,1,1,0,0,yes
59,345,38,-1,0,1,1,0,0,0,no
44,2058,661,-1,0,0,1,0,0,1,no
49,889,388,-1,0,1,0,0,0,0,yes
35,0,151,-1,0,1,1,1,0,0,no
41,51,140,-1,0,1,1,0,0,0,no
55,150,124,-1,0,1,0,0,0,0,no
51,34,200,-1,0,1,1,0,1,1,no
27,795,101,-1,0,0,1,0,0,0,no
57,282,261,-1,0,1,0,0,0,1,no
51,2139,176,-1,0,0,1,0,0,0,no
38,-469,209,-1,0,1,1,1,0,0,no
49,197,223,182,0,1,1,1,0,0,yes
40,825,38,335,0,0,1,1,0,0,no
47,3232,541,204,0,0,1,0,0,0,no
48,1598,84,-1,0,0,1,1,0,0,no
47,871,602,-1,0,1,1,0,0,0,no
56,83,26,-1,0,1,1,0,0,0,no
29,1445,328,143,0,0,1,0,0,0,yes
38,226,762,-1,0,1,1,1,0,0,yes
32,-55,107,-1,0,1,1,1,0,0,no
42,243,46,-1,0,0,1,1,0,0,no
30,-336,128,-1,0,1,0,0,0,0,no
26,3672,360,-1,0,0,1,1,0,0,no
35,0,524,96,0,1,1,1,0,0,yes
35,251,128,-1,0,1,1,1,0,1,no
35,44,310,96,0,0,1,0,0,0,no
57,2887,819,-1,0,1,1,0,0,0,yes
29,1992,202,87,0,0,1,0,0,0,no
32,2,144,-1,0,0,1,0,0,0,no
45,1415,311,-1,0,1,1,1,0,0,no
51,297,415,375,0,0,1,1,0,0,yes
31,1094,93,-1,0,0,1,1,0,0,no
50,-84,101,-1,0,1,0,1,0,0,no
38,-1,72,-1,0,0,1,1,0,0,no
37,347,282,-1,0,1,1,1,0,0,no
35,1253,210,-1,0,1,1,1,0,0,no
37,4565,369,-1,1,1,0,0,0,0,no
28,781,125,-1,0,0,1,0,0,0,no
38,7124,301,-1,0,1,1,0,0,0,no
43,17555,14,-1,0,1,1,0,0,0,no
43,5172,57,-1,0,1,0,1,0,0,no
56,15520,420,-1,0,1,1,0,0,0,no
32,13711,638,175,0,0,1,1,0,0,no
58,1533,137,-1,0,0,1,0,0,0,no
47,286,557,-1,0,1,1,0,0,0,no
31,-219,66,-1,0,0,1,1,0,0,no
38,0,206,-1,0,1,1,1,0,0,no
50,810,19,-1,0,1,1,1,0,0,no
32,300,166,-1,0,1,1,0,0,0,no
37,1175,102,333,0,0,1,1,0,0,no
39,0,46,-1,0,1,1,1,0,0,no
40,113,126,-1,0,1,1,1,0,0,no
41,641,161,-1,0,1,1,1,0,0,no
